cluster_id,members,size
65,"['DMA|DMA_EMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|UP', 'DMA|DMA_EMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|UP', 'DMA|DMA_EMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|UP', 'DMA|DMA_EMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|UP']",4
66,"['DMA|DMA_EMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|DOWN', 'DMA|DMA_EMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|DOWN', 'DMA|DMA_EMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|DOWN', 'DMA|DMA_EMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|DOWN']",4
67,"['DMA|DMA_EMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|UP', 'DMA|DMA_EMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|UP', 'DMA|DMA_EMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|UP', 'DMA|DMA_EMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|UP']",4
68,"['DMA|DMA_EMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|DOWN', 'DMA|DMA_EMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|DOWN', 'DMA|DMA_EMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|DOWN', 'DMA|DMA_EMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|DOWN']",4
69,"['DMA|DMA_EMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|UP', 'DMA|DMA_EMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|UP', 'DMA|DMA_EMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|UP', 'DMA|DMA_EMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|UP']",4
70,"['DMA|DMA_EMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|DOWN', 'DMA|DMA_EMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|DOWN', 'DMA|DMA_EMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|DOWN', 'DMA|DMA_EMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|DOWN']",4
71,"['DMA|DMA_EMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|UP', 'DMA|DMA_EMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|UP', 'DMA|DMA_EMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|UP', 'DMA|DMA_EMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|UP']",4
72,"['DMA|DMA_EMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|DOWN', 'DMA|DMA_EMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|DOWN', 'DMA|DMA_EMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|DOWN', 'DMA|DMA_EMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|DOWN']",4
73,"['DMA|DMA_EMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|UP', 'DMA|DMA_EMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|UP', 'DMA|DMA_EMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|UP', 'DMA|DMA_EMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|UP']",4
74,"['DMA|DMA_EMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN', 'DMA|DMA_EMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN', 'DMA|DMA_EMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN', 'DMA|DMA_EMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN']",4
75,"['DMA|DMA_EMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP', 'DMA|DMA_EMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP', 'DMA|DMA_EMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP', 'DMA|DMA_EMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP']",4
76,"['DMA|DMA_EMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|DOWN', 'DMA|DMA_EMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|DOWN', 'DMA|DMA_EMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|DOWN', 'DMA|DMA_EMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|DOWN']",4
77,"['DMA|DMA_EMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|UP', 'DMA|DMA_EMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|UP', 'DMA|DMA_EMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|UP', 'DMA|DMA_EMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|UP']",4
78,"['DMA|DMA_EMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|DOWN', 'DMA|DMA_EMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|DOWN', 'DMA|DMA_EMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|DOWN', 'DMA|DMA_EMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|DOWN']",4
79,"['DMA|DMA_EMA_P25_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|UP', 'DMA|DMA_EMA_P25_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|UP', 'DMA|DMA_EMA_P25_SHIFT8_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|8H|UP', 'DMA|DMA_EMA_P25_SHIFT8_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|8H|UP']",4
80,"['DMA|DMA_EMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|DOWN', 'DMA|DMA_EMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|DOWN', 'DMA|DMA_EMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|DOWN', 'DMA|DMA_EMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|DOWN', 'DMA|DMA_EMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|DOWN', 'DMA|DMA_EMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|DOWN', 'DMA|DMA_EMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|DOWN', 'DMA|DMA_EMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|DOWN']",8
81,"['DMA|DMA_EMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|UP', 'DMA|DMA_EMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|UP', 'DMA|DMA_EMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|UP', 'DMA|DMA_EMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|UP', 'DMA|DMA_EMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|UP', 'DMA|DMA_EMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|UP', 'DMA|DMA_EMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|12H|UP', 'DMA|DMA_EMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|12H|UP']",8
82,"['DMA|DMA_EMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|DOWN', 'DMA|DMA_EMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|DOWN', 'DMA|DMA_EMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|DOWN', 'DMA|DMA_EMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|DOWN', 'DMA|DMA_EMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|DOWN', 'DMA|DMA_EMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|DOWN', 'DMA|DMA_EMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|DOWN', 'DMA|DMA_EMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|DOWN']",8
83,"['DMA|DMA_EMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|UP', 'DMA|DMA_EMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|UP', 'DMA|DMA_EMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|UP', 'DMA|DMA_EMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|UP', 'DMA|DMA_EMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|UP', 'DMA|DMA_EMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|UP', 'DMA|DMA_EMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|15m|UP', 'DMA|DMA_EMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|15m|UP']",8
84,"['DMA|DMA_EMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|DOWN', 'DMA|DMA_EMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|DOWN', 'DMA|DMA_EMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|DOWN', 'DMA|DMA_EMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|DOWN', 'DMA|DMA_EMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|DOWN', 'DMA|DMA_EMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|DOWN', 'DMA|DMA_EMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|DOWN', 'DMA|DMA_EMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|DOWN']",8
85,"['DMA|DMA_EMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|UP', 'DMA|DMA_EMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|UP', 'DMA|DMA_EMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|UP', 'DMA|DMA_EMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|UP', 'DMA|DMA_EMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|UP', 'DMA|DMA_EMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|UP', 'DMA|DMA_EMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1D|UP', 'DMA|DMA_EMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1D|UP']",8
86,"['DMA|DMA_EMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|DOWN', 'DMA|DMA_EMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|DOWN', 'DMA|DMA_EMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|DOWN', 'DMA|DMA_EMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|DOWN', 'DMA|DMA_EMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|DOWN', 'DMA|DMA_EMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|DOWN', 'DMA|DMA_EMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|DOWN', 'DMA|DMA_EMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|DOWN']",8
87,"['DMA|DMA_EMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|UP', 'DMA|DMA_EMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|UP', 'DMA|DMA_EMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|UP', 'DMA|DMA_EMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|UP', 'DMA|DMA_EMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|UP', 'DMA|DMA_EMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|UP', 'DMA|DMA_EMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|1H|UP', 'DMA|DMA_EMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|1H|UP']",8
88,"['DMA|DMA_EMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|DOWN', 'DMA|DMA_EMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|DOWN', 'DMA|DMA_EMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|DOWN', 'DMA|DMA_EMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|DOWN', 'DMA|DMA_EMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|DOWN', 'DMA|DMA_EMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|DOWN', 'DMA|DMA_EMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|DOWN', 'DMA|DMA_EMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|DOWN']",8
89,"['DMA|DMA_EMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|UP', 'DMA|DMA_EMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|UP', 'DMA|DMA_EMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|UP', 'DMA|DMA_EMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|UP', 'DMA|DMA_EMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|UP', 'DMA|DMA_EMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|UP', 'DMA|DMA_EMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|2H|UP', 'DMA|DMA_EMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|2H|UP']",8
90,"['DMA|DMA_EMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|DOWN', 'DMA|DMA_EMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|DOWN', 'DMA|DMA_EMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|DOWN', 'DMA|DMA_EMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|DOWN', 'DMA|DMA_EMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|DOWN', 'DMA|DMA_EMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|DOWN', 'DMA|DMA_EMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|DOWN', 'DMA|DMA_EMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|DOWN']",8
91,"['DMA|DMA_EMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|UP', 'DMA|DMA_EMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|UP', 'DMA|DMA_EMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|UP', 'DMA|DMA_EMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|UP', 'DMA|DMA_EMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|UP', 'DMA|DMA_EMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|UP', 'DMA|DMA_EMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|30m|UP', 'DMA|DMA_EMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|30m|UP']",8
92,"['DMA|DMA_EMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|DOWN', 'DMA|DMA_EMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|DOWN', 'DMA|DMA_EMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|DOWN', 'DMA|DMA_EMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|DOWN', 'DMA|DMA_EMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|DOWN', 'DMA|DMA_EMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|DOWN', 'DMA|DMA_EMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|DOWN', 'DMA|DMA_EMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|DOWN']",8
93,"['DMA|DMA_EMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|UP', 'DMA|DMA_EMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|UP', 'DMA|DMA_EMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|UP', 'DMA|DMA_EMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|UP', 'DMA|DMA_EMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|UP', 'DMA|DMA_EMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|UP', 'DMA|DMA_EMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|4H|UP', 'DMA|DMA_EMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|4H|UP']",8
94,"['DMA|DMA_EMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN', 'DMA|DMA_EMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN', 'DMA|DMA_EMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN', 'DMA|DMA_EMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN', 'DMA|DMA_EMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN', 'DMA|DMA_EMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN', 'DMA|DMA_EMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|DOWN', 'DMA|DMA_EMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|DOWN']",8
95,"['DMA|DMA_EMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP', 'DMA|DMA_EMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP', 'DMA|DMA_EMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP', 'DMA|DMA_EMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP', 'DMA|DMA_EMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP', 'DMA|DMA_EMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP', 'DMA|DMA_EMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|5m|UP', 'DMA|DMA_EMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|5m|UP']",8
96,"['DMA|DMA_EMA_P3_SHIFT0_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|DOWN', 'DMA|DMA_EMA_P3_SHIFT0_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|DOWN', 'DMA|DMA_EMA_P3_SHIFT2_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|DOWN', 'DMA|DMA_EMA_P3_SHIFT2_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|DOWN', 'DMA|DMA_EMA_P3_SHIFT3_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|DOWN', 'DMA|DMA_EMA_P3_SHIFT3_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|DOWN', 'DMA|DMA_EMA_P3_SHIFT5_V1|MA_SLOPE_TURN_UP|MA_SLOPE_TURN_DOWN|6H|DOWN', 'DMA|DMA_EMA_P3_SHIFT5_V1|PRICE_CROSS_UP_MA|PRICE_CROSS_DOWN_MA|6H|DOWN']",8
